#{"t_start": 1635795744.6770844, "env_id": "dmc_walker_walk_51263-v1"}
r,l,t
50.489661,1000,430.023531
65.337061,1000,1002.229695
90.392594,1000,1344.410891
142.740947,1000,1698.081575
150.653162,1000,2040.496461
196.901508,1000,2390.784579
143.313099,1000,2744.712335
206.343084,1000,3095.470881
349.503066,1000,3457.020411
322.670793,1000,3818.417477
412.372516,1000,4173.582325
398.933858,1000,4519.612135
447.888133,1000,4856.90686
400.62729,1000,5198.825731
441.621183,1000,5551.415594
492.194942,1000,5888.669827
442.247058,1000,6233.385319
467.606599,1000,6571.174144
481.49564,1000,6913.581602
440.305881,1000,7265.3106
